Cosine Similarity,URL1,URL2
0.24946204172995753,http://www.imdb.com/title/tt0360813,http://www.imdb.com/title/tt0949379
0.24894169496247598,http://www.imdb.com/title/tt0311018,http://www.imdb.com/title/tt0949379
0.19794538827617617,http://www.imdb.com/title/tt0066390,http://www.imdb.com/title/tt0445161
0.16846720524950035,http://www.imdb.com/title/tt0116890,http://www.imdb.com/title/tt0923293
0.16793321512785475,http://www.imdb.com/title/tt0317676,http://www.imdb.com/title/tt0342882
0.1657869879784284,http://www.imdb.com/title/tt0291833,http://www.imdb.com/title/tt0463027
0.16284891073354163,http://www.imdb.com/title/tt0078133,http://www.imdb.com/title/tt0327409
0.15237486754868013,http://www.imdb.com/title/tt0243655,http://www.imdb.com/title/tt0469999
0.14991188556064516,http://www.imdb.com/title/tt0035096,http://www.imdb.com/title/tt0463027
0.1492296358057383,http://www.imdb.com/title/tt0338130,http://www.imdb.com/title/tt0887971
0.14904279468355455,http://www.imdb.com/title/tt0892874,http://www.imdb.com/title/tt0949379
0.1456883363109707,http://www.imdb.com/title/tt0463027,http://www.imdb.com/title/tt0892874
0.14465280739242553,http://www.imdb.com/title/tt0770810,http://www.imdb.com/title/tt0888019
0.14406817094690738,http://www.imdb.com/title/tt0197903,http://www.imdb.com/title/tt0463027
0.1440240564195344,http://www.imdb.com/title/tt0366292,http://www.imdb.com/title/tt0463027
0.14360561555834428,http://www.imdb.com/title/tt0101327,http://www.imdb.com/title/tt0688816
0.1427218115806044,http://www.imdb.com/title/tt0327409,http://www.imdb.com/title/tt0765447
0.1421012078391045,http://www.imdb.com/title/tt0116762,http://www.imdb.com/title/tt0863080
0.142059820542047,http://www.imdb.com/title/tt0366292,http://www.imdb.com/title/tt0887912
0.14203755421217923,http://www.imdb.com/title/tt0116890,http://www.imdb.com/title/tt0463027
0.14200376234268122,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0116890
0.1417848813731997,http://www.imdb.com/title/tt0120764,http://www.imdb.com/title/tt0243655
0.14054535882979127,http://www.imdb.com/title/tt0375560,http://www.imdb.com/title/tt0995060
0.1387251525630896,http://www.imdb.com/title/tt0809620,http://www.imdb.com/title/tt0892874
0.1380897706571074,http://www.imdb.com/title/tt0155732,http://www.imdb.com/title/tt0479651
0.13793594054189376,http://www.imdb.com/title/tt0116762,http://www.imdb.com/title/tt0888019
0.1372149636947734,http://www.imdb.com/title/tt0244684,http://www.imdb.com/title/tt0863080
0.13652041870152773,http://www.imdb.com/title/tt0120861,http://www.imdb.com/title/tt0949379
0.13549287177564673,http://www.imdb.com/title/tt0460912,http://www.imdb.com/title/tt0995060
0.13507502600397162,http://www.imdb.com/title/tt0374569,http://www.imdb.com/title/tt0949379
0.13414261746757336,http://www.imdb.com/title/tt0035096,http://www.imdb.com/title/tt0463392
0.13408084571325765,http://www.imdb.com/title/tt0119303,http://www.imdb.com/title/tt0888019
0.1329844220919107,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0949379
0.13248215046995526,http://www.imdb.com/title/tt0374569,http://www.imdb.com/title/tt0770810
0.1305618134928311,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0463027
0.1303496793709496,http://www.imdb.com/title/tt0190834,http://www.imdb.com/title/tt0375560
0.13033675884517396,http://www.imdb.com/title/tt0218817,http://www.imdb.com/title/tt0391198
0.13000190325543984,http://www.imdb.com/title/tt0120764,http://www.imdb.com/title/tt0688816
0.12981834432481607,http://www.imdb.com/title/tt0145660,http://www.imdb.com/title/tt0479651
0.12817725432007906,http://www.imdb.com/title/tt0688816,http://www.imdb.com/title/tt0949379
0.1278547895738721,http://www.imdb.com/title/tt0101327,http://www.imdb.com/title/tt0892874
0.12755813454671044,http://www.imdb.com/title/tt0119303,http://www.imdb.com/title/tt0949379
0.12597944629739632,http://www.imdb.com/title/tt0116762,http://www.imdb.com/title/tt0446685
0.12541556353149513,http://www.imdb.com/title/tt0120861,http://www.imdb.com/title/tt0267440
0.12525191750295592,http://www.imdb.com/title/tt0078133,http://www.imdb.com/title/tt0342882
0.12472051812093915,http://www.imdb.com/title/tt0066390,http://www.imdb.com/title/tt0197903
0.12461323173125488,http://www.imdb.com/title/tt0035096,http://www.imdb.com/title/tt0197903
0.12445543051775892,http://www.imdb.com/title/tt0116890,http://www.imdb.com/title/tt0348150
0.12441598584419462,http://www.imdb.com/title/tt0078133,http://www.imdb.com/title/tt0391198
0.12435219150028241,http://www.imdb.com/title/tt0374569,http://www.imdb.com/title/tt0463027
0.12404283253419944,http://www.imdb.com/title/tt0028358,http://www.imdb.com/title/tt0119303
0.12367189966533094,http://www.imdb.com/title/tt0469999,http://www.imdb.com/title/tt0949379
0.1235974813385117,http://www.imdb.com/title/tt0291833,http://www.imdb.com/title/tt0888019
0.12352555925701365,http://www.imdb.com/title/tt0035096,http://www.imdb.com/title/tt0086250
0.12327043436179853,http://www.imdb.com/title/tt0141369,http://www.imdb.com/title/tt0446685
0.12284437956650766,http://www.imdb.com/title/tt0116762,http://www.imdb.com/title/tt0262002
0.12268051042400949,http://www.imdb.com/title/tt0327409,http://www.imdb.com/title/tt0809620
0.12218655487607205,http://www.imdb.com/title/tt0141369,http://www.imdb.com/title/tt0188045
0.12198682744162015,http://www.imdb.com/title/tt0783518,http://www.imdb.com/title/tt0923293
0.12195380403168289,http://www.imdb.com/title/tt0243655,http://www.imdb.com/title/tt0949379
0.12160311767800308,http://www.imdb.com/title/tt0292429,http://www.imdb.com/title/tt0342882
0.12136534403773196,http://www.imdb.com/title/tt0211181,http://www.imdb.com/title/tt0783518
0.12124649638514705,http://www.imdb.com/title/tt0145660,http://www.imdb.com/title/tt0155732
0.12101767606472726,http://www.imdb.com/title/tt0120706,http://www.imdb.com/title/tt0188045
0.12076819571222261,http://www.imdb.com/title/tt0317676,http://www.imdb.com/title/tt0888019
0.12053109157587177,http://www.imdb.com/title/tt0888019,http://www.imdb.com/title/tt0892874
0.12018040356455331,http://www.imdb.com/title/tt0145660,http://www.imdb.com/title/tt0892874
0.11993419378125339,http://www.imdb.com/title/tt0155732,http://www.imdb.com/title/tt0262002
0.11993004428927534,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0845463
0.11980028612051082,http://www.imdb.com/title/tt0311018,http://www.imdb.com/title/tt0360813
0.11951682035804097,http://www.imdb.com/title/tt0366292,http://www.imdb.com/title/tt0443489
0.11950211670435545,http://www.imdb.com/title/tt0028174,http://www.imdb.com/title/tt0443489
0.11932684793667883,http://www.imdb.com/title/tt0120706,http://www.imdb.com/title/tt0372873
0.1183509931901828,http://www.imdb.com/title/tt0317676,http://www.imdb.com/title/tt0892874
0.11829096596546547,http://www.imdb.com/title/tt0145660,http://www.imdb.com/title/tt0374569
0.11804708864487846,http://www.imdb.com/title/tt0923293,http://www.imdb.com/title/tt0995060
0.1174439972493158,http://www.imdb.com/title/tt0078133,http://www.imdb.com/title/tt0765447
0.11696856797245136,http://www.imdb.com/title/tt0116890,http://www.imdb.com/title/tt0119303
0.11684989660925603,http://www.imdb.com/title/tt0329334,http://www.imdb.com/title/tt0342882
0.11638084289093549,http://www.imdb.com/title/tt0145660,http://www.imdb.com/title/tt0197903
0.11633302694504899,http://www.imdb.com/title/tt0101327,http://www.imdb.com/title/tt0119303
0.11629652123814083,http://www.imdb.com/title/tt0479651,http://www.imdb.com/title/tt0888019
0.1155559269061631,http://www.imdb.com/title/tt0090060,http://www.imdb.com/title/tt0923293
0.11518759727178216,http://www.imdb.com/title/tt0025173,http://www.imdb.com/title/tt0342882
0.11487296666721324,http://www.imdb.com/title/tt0116762,http://www.imdb.com/title/tt0119303
0.11386867049015197,http://www.imdb.com/title/tt0120861,http://www.imdb.com/title/tt0809620
0.1137506233222151,http://www.imdb.com/title/tt0120764,http://www.imdb.com/title/tt0342882
0.11373156043199392,http://www.imdb.com/title/tt0427038,http://www.imdb.com/title/tt0770810
0.11341923069184859,http://www.imdb.com/title/tt0141369,http://www.imdb.com/title/tt0329334
0.11290208680437311,http://www.imdb.com/title/tt0155732,http://www.imdb.com/title/tt0888019
0.1127896480101245,http://www.imdb.com/title/tt0025173,http://www.imdb.com/title/tt0262002
0.1121134338190527,http://www.imdb.com/title/tt0035096,http://www.imdb.com/title/tt0267440
0.11209547801340189,http://www.imdb.com/title/tt0116762,http://www.imdb.com/title/tt0145660
0.11198337434932656,http://www.imdb.com/title/tt0445161,http://www.imdb.com/title/tt0688816
0.11184696396434042,http://www.imdb.com/title/tt0028358,http://www.imdb.com/title/tt0887971
0.1112141390677454,http://www.imdb.com/title/tt0446685,http://www.imdb.com/title/tt0783518
0.11118847719448083,http://www.imdb.com/title/tt0120706,http://www.imdb.com/title/tt0887912
0.11108441090252856,http://www.imdb.com/title/tt0119303,http://www.imdb.com/title/tt0317676
0.11089418437317611,http://www.imdb.com/title/tt0427038,http://www.imdb.com/title/tt0446685
0.11083208101587808,http://www.imdb.com/title/tt0327409,http://www.imdb.com/title/tt0463392
0.11068789844440263,http://www.imdb.com/title/tt0086250,http://www.imdb.com/title/tt0244684
0.11028176426472765,http://www.imdb.com/title/tt0327409,http://www.imdb.com/title/tt0446685
0.11027240831339605,http://www.imdb.com/title/tt0446685,http://www.imdb.com/title/tt0949379
0.11022097637989832,http://www.imdb.com/title/tt0155732,http://www.imdb.com/title/tt0892874
0.11019693962353447,http://www.imdb.com/title/tt0688816,http://www.imdb.com/title/tt0783518
0.11015213274329978,http://www.imdb.com/title/tt0119303,http://www.imdb.com/title/tt0366292
0.10990439949387387,http://www.imdb.com/title/tt0119303,http://www.imdb.com/title/tt0887912
0.10954873749979178,http://www.imdb.com/title/tt0348150,http://www.imdb.com/title/tt0892874
0.10951139520607664,http://www.imdb.com/title/tt0116762,http://www.imdb.com/title/tt0317676
0.1094240502460268,http://www.imdb.com/title/tt0469999,http://www.imdb.com/title/tt0863080
0.10941276543879748,http://www.imdb.com/title/tt0443489,http://www.imdb.com/title/tt0887912
0.10924053492826669,http://www.imdb.com/title/tt0291833,http://www.imdb.com/title/tt0292429
0.10901706144996283,http://www.imdb.com/title/tt0078133,http://www.imdb.com/title/tt0887912
0.10893701047191509,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0119303
0.1089144423444027,http://www.imdb.com/title/tt0035096,http://www.imdb.com/title/tt0291833
0.1089056645280508,http://www.imdb.com/title/tt0188045,http://www.imdb.com/title/tt0284137
0.10888528451659303,http://www.imdb.com/title/tt0086250,http://www.imdb.com/title/tt0141369
0.10869960637401704,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0892874
0.10863339918554378,http://www.imdb.com/title/tt0292429,http://www.imdb.com/title/tt0783518
0.10851893971114897,http://www.imdb.com/title/tt0463392,http://www.imdb.com/title/tt0809620
0.10839310057639122,http://www.imdb.com/title/tt0101327,http://www.imdb.com/title/tt0116762
0.1083718250964172,http://www.imdb.com/title/tt0342882,http://www.imdb.com/title/tt0446685
0.10834796359583528,http://www.imdb.com/title/tt0202458,http://www.imdb.com/title/tt0688816
0.10833787853500862,http://www.imdb.com/title/tt0443489,http://www.imdb.com/title/tt0888019
0.10805555027612804,http://www.imdb.com/title/tt0342882,http://www.imdb.com/title/tt0892874
0.10795731420575314,http://www.imdb.com/title/tt0329334,http://www.imdb.com/title/tt0446685
0.10791205031413838,http://www.imdb.com/title/tt0291082,http://www.imdb.com/title/tt0460912
0.10748396710874995,http://www.imdb.com/title/tt0446685,http://www.imdb.com/title/tt0809620
0.10748283453486798,http://www.imdb.com/title/tt0116890,http://www.imdb.com/title/tt0783518
0.10725616131071779,http://www.imdb.com/title/tt0243655,http://www.imdb.com/title/tt0460912
0.10723397038088493,http://www.imdb.com/title/tt0327409,http://www.imdb.com/title/tt0995060
0.10706304069354494,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0995060
0.10700900132565945,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0809620
0.10664867370763176,http://www.imdb.com/title/tt0120706,http://www.imdb.com/title/tt0446685
0.10664318974627035,http://www.imdb.com/title/tt0066011,http://www.imdb.com/title/tt0311018
0.10654015607354957,http://www.imdb.com/title/tt0078133,http://www.imdb.com/title/tt0463392
0.10645746980903718,http://www.imdb.com/title/tt0292429,http://www.imdb.com/title/tt0888019
0.10596488522691613,http://www.imdb.com/title/tt0120861,http://www.imdb.com/title/tt0145660
0.10587420644450021,http://www.imdb.com/title/tt0327409,http://www.imdb.com/title/tt0688816
0.10567184221906747,http://www.imdb.com/title/tt0366292,http://www.imdb.com/title/tt0688816
0.10563610405844029,http://www.imdb.com/title/tt0446685,http://www.imdb.com/title/tt0892874
0.10545385155941844,http://www.imdb.com/title/tt0446685,http://www.imdb.com/title/tt0765447
0.10536977875066365,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0116762
0.10526234037530484,http://www.imdb.com/title/tt0188045,http://www.imdb.com/title/tt0765447
0.10522959024322343,http://www.imdb.com/title/tt0162677,http://www.imdb.com/title/tt0197903
0.10513491800575162,http://www.imdb.com/title/tt0078133,http://www.imdb.com/title/tt0479651
0.10482328831917376,http://www.imdb.com/title/tt0479651,http://www.imdb.com/title/tt0887912
0.10465836404413881,http://www.imdb.com/title/tt0196267,http://www.imdb.com/title/tt0211181
0.10458753594481009,http://www.imdb.com/title/tt0887912,http://www.imdb.com/title/tt0949379
0.10422467669856439,http://www.imdb.com/title/tt0887719,http://www.imdb.com/title/tt0888019
0.10401372849042184,http://www.imdb.com/title/tt0162677,http://www.imdb.com/title/tt0222817
0.10386855549943425,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0327409
0.10385690130427132,http://www.imdb.com/title/tt0116762,http://www.imdb.com/title/tt0765447
0.10385582218955762,http://www.imdb.com/title/tt0120861,http://www.imdb.com/title/tt0887719
0.1038098055833207,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0923293
0.10376918702434772,http://www.imdb.com/title/tt0097081,http://www.imdb.com/title/tt0360813
0.1037489529329856,http://www.imdb.com/title/tt0243655,http://www.imdb.com/title/tt0809620
0.10373906711126347,http://www.imdb.com/title/tt0119303,http://www.imdb.com/title/tt0783518
0.1036450854384518,http://www.imdb.com/title/tt0145660,http://www.imdb.com/title/tt0863080
0.10364089571098764,http://www.imdb.com/title/tt0120861,http://www.imdb.com/title/tt0197903
0.10346768075174291,http://www.imdb.com/title/tt0164018,http://www.imdb.com/title/tt0923293
0.10315223497844464,http://www.imdb.com/title/tt0267440,http://www.imdb.com/title/tt0760188
0.10310006750254465,http://www.imdb.com/title/tt0116890,http://www.imdb.com/title/tt0892874
0.10301714637423494,http://www.imdb.com/title/tt0075781,http://www.imdb.com/title/tt0211181
0.10281996360005932,http://www.imdb.com/title/tt0155732,http://www.imdb.com/title/tt0783518
0.1027186085410437,http://www.imdb.com/title/tt0145660,http://www.imdb.com/title/tt0427038
0.1026180953639152,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0292429
0.10237210770930462,http://www.imdb.com/title/tt0262002,http://www.imdb.com/title/tt0445161
0.10233656340632404,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0145660
0.10230794902713743,http://www.imdb.com/title/tt0028174,http://www.imdb.com/title/tt0102585
0.10192106949013614,http://www.imdb.com/title/tt0197903,http://www.imdb.com/title/tt0888019
0.10188389277721878,http://www.imdb.com/title/tt0479651,http://www.imdb.com/title/tt0949379
0.10172254126063422,http://www.imdb.com/title/tt0120764,http://www.imdb.com/title/tt0338130
0.10154699858984702,http://www.imdb.com/title/tt0479651,http://www.imdb.com/title/tt0863080
0.10132286354412741,http://www.imdb.com/title/tt0243655,http://www.imdb.com/title/tt0887912
0.10102389986475666,http://www.imdb.com/title/tt0090060,http://www.imdb.com/title/tt0366292
0.10096206340892216,http://www.imdb.com/title/tt0446685,http://www.imdb.com/title/tt0888019
0.10085565601740422,http://www.imdb.com/title/tt0120706,http://www.imdb.com/title/tt0765447
0.10078551087205216,http://www.imdb.com/title/tt0119303,http://www.imdb.com/title/tt0211181
0.10052486035830081,http://www.imdb.com/title/tt0028358,http://www.imdb.com/title/tt0770810
0.10034543306133872,http://www.imdb.com/title/tt0025173,http://www.imdb.com/title/tt0348150
0.10027799791004899,http://www.imdb.com/title/tt0445161,http://www.imdb.com/title/tt0892874
0.1002708120199298,http://www.imdb.com/title/tt0479651,http://www.imdb.com/title/tt0783518
0.09988020721031113,http://www.imdb.com/title/tt0102585,http://www.imdb.com/title/tt0688816
0.09987218862798636,http://www.imdb.com/title/tt0196267,http://www.imdb.com/title/tt0923293
0.09955626384022359,http://www.imdb.com/title/tt0888019,http://www.imdb.com/title/tt0949379
0.0995288404537149,http://www.imdb.com/title/tt0120764,http://www.imdb.com/title/tt0888019
0.09933552737648163,http://www.imdb.com/title/tt0145660,http://www.imdb.com/title/tt0190834
0.09922307557091249,http://www.imdb.com/title/tt0202458,http://www.imdb.com/title/tt0311018
